frame,brightness,contrast,sharpness
frame_00000007.jpg,86.34041595458984,50.45560073852539,9.508134841918945
frame_00000005.jpg,106.55232238769531,62.82989501953125,9.912595748901367
frame_00000010.jpg,128.70838928222656,74.67192840576172,12.489469528198242
frame_00000003.jpg,90.25424194335938,50.999000549316406,9.837611198425293
frame_00000002.jpg,115.98239135742188,66.24163818359375,11.323333740234375
frame_00000009.jpg,123.65443420410156,70.42660522460938,12.558267593383789
frame_00000001.jpg,121.74656677246094,65.74707794189453,13.620197296142578
frame_00000006.jpg,88.89646911621094,49.68454360961914,8.911539077758789
frame_00000008.jpg,104.57643127441406,59.99699020385742,10.491086959838867
frame_00000011.jpg,103.08867645263672,65.27571105957031,12.244836807250977
frame_00000004.jpg,94.64508056640625,50.33018493652344,10.09276294708252
frame_00000017.jpg,87.64898681640625,46.182708740234375,9.203258514404297
frame_00000013.jpg,125.22940063476562,66.98678588867188,15.254032135009766
frame_00000015.jpg,125.03065490722656,71.39747619628906,13.037290573120117
frame_00000016.jpg,125.66976928710938,71.60281372070312,13.154012680053711
frame_00000022.jpg,108.16350555419922,58.12733459472656,10.812990188598633
frame_00000020.jpg,123.09056854248047,70.98471069335938,12.622730255126953
frame_00000012.jpg,109.58377838134766,65.78458404541016,13.584539413452148
frame_00000021.jpg,112.52920532226562,53.222694396972656,11.776413917541504
frame_00000014.jpg,114.984375,66.81890869140625,11.450183868408203
frame_00000018.jpg,92.16876983642578,49.391754150390625,9.975517272949219
frame_00000019.jpg,124.29153442382812,70.76271057128906,12.052661895751953
frame_00000023.jpg,87.8868637084961,57.10331344604492,9.500890731811523
frame_00000024.jpg,110.1246109008789,62.40336227416992,10.621013641357422
frame_00000026.jpg,82.70117950439453,52.85037612915039,10.484955787658691
frame_00000025.jpg,113.58039855957031,64.91361999511719,12.509910583496094
frame_00000027.jpg,116.42768096923828,65.34029388427734,12.493884086608887
frame_00000029.jpg,88.49186706542969,53.02226638793945,9.026382446289062
frame_00000032.jpg,90.69608306884766,48.23046875,10.315298080444336
frame_00000033.jpg,92.8742446899414,48.01639938354492,10.722395896911621
frame_00000031.jpg,117.78352355957031,66.62293243408203,12.35568904876709
frame_00000028.jpg,114.88200378417969,65.15898895263672,12.603475570678711
frame_00000030.jpg,114.78465270996094,64.66697692871094,11.801457405090332
frame_00000039.jpg,85.64094543457031,54.86945724487305,8.311751365661621
frame_00000034.jpg,113.64156341552734,65.53295135498047,10.094541549682617
frame_00000035.jpg,125.6056137084961,70.46958923339844,12.400673866271973
frame_00000037.jpg,111.73472595214844,64.67176818847656,10.438238143920898
frame_00000038.jpg,117.41348266601562,66.87301635742188,11.198492050170898
frame_00000044.jpg,120.35350036621094,69.35638427734375,12.824399948120117
frame_00000040.jpg,125.43439483642578,68.33521270751953,11.884300231933594
frame_00000036.jpg,117.87124633789062,68.13988494873047,11.240972518920898
frame_00000042.jpg,122.44921875,68.39128875732422,12.52882194519043
frame_00000041.jpg,124.17008972167969,68.85304260253906,13.015270233154297
frame_00000043.jpg,115.0470962524414,66.5453109741211,12.513872146606445
frame_00000045.jpg,119.81061553955078,61.952571868896484,11.866544723510742
frame_00000047.jpg,123.08834075927734,68.46604919433594,12.557058334350586
frame_00000048.jpg,122.74810028076172,68.71533203125,12.738029479980469
frame_00000052.jpg,122.54901885986328,68.42455291748047,12.820806503295898
frame_00000046.jpg,117.75474548339844,61.72405242919922,11.051873207092285
frame_00000050.jpg,122.06330108642578,68.33799743652344,12.429698944091797
frame_00000055.jpg,122.42523193359375,66.92802429199219,12.549637794494629
frame_00000054.jpg,122.88005065917969,67.25157928466797,12.33062744140625
frame_00000051.jpg,122.09390258789062,68.71431732177734,12.688070297241211
frame_00000053.jpg,122.35002899169922,67.01315307617188,11.570219039916992
frame_00000049.jpg,122.34579467773438,68.47278594970703,12.672353744506836
frame_00000056.jpg,122.98805236816406,67.05827331542969,12.281129837036133
frame_00000057.jpg,126.34192657470703,68.50630187988281,10.0687255859375
frame_00000060.jpg,55.98594284057617,65.58277893066406,7.390264511108398
frame_00000058.jpg,143.98602294921875,70.31877899169922,11.417791366577148
frame_00000059.jpg,143.08273315429688,69.8490219116211,12.527515411376953
